id,product,layer,code,status,contextKey,contextTitle,appliesTo,scenario,meaning,causes,resolution,prevention,severity,owner,source,lastVerified,tags,seoTitle,seoSlug,metaDescription,canonicalPath,confidence
PP-0637,Power Automate Desktop,Desktop flow,SessionCreationUserPromptedForCredentialsAfterConnection,,copilot-studio-topic,Copilot Studio Topic,Copilot Studio topic or action calling Power Platform services,"A copilot topic calls a flow, connector, or Dataverse operation and returns the result to the user.",Desktop flow session creation fails because Windows prompts for credentials after connection starts. This article focuses on the copilot studio topic scenario.,"Machine policy, credential configuration, RDP setting, or account state causes an interactive credential prompt. In this scenario, check topic variables, action input schema, authentication, environment connection references, and user permissions.","Review sign-in policies, credentials, unattended connection configuration, and remove prompts that require user action. For copilot studio topic, also verify: Check topic variables, action input schema, authentication, environment connection references, and user permissions.","Validate unattended runner login after policy or credential changes. For copilot studio topic, document the expected permissions, connector settings, and test data used to validate the fix.",High,Copilot owner,SRC-005,2026-06-09,desktop flow session credential prompt copilot-studio-topic Copilot Studio Topic,SessionCreationUserPromptedForCredentialsAfterConnection in Copilot Studio Topic | Power Platform Error Fix,sessioncreationuserpromptedforcredentialsafterconnection-copilot-studio-topic,"SessionCreationUserPromptedForCredentialsAfterConnection in Copilot Studio Topic: what it means, common causes, and how to resolve it in Power Automate Des",/errors/sessioncreationuserpromptedforcredentialsafterconnection-copilot-studio-topic.html,Medium
PP-0638,Power Automate Desktop,Desktop flow,SessionCreationUserPromptedForCredentialsAfterConnection,,managed-solution-upgrade,Managed Solution Upgrade,Power Platform managed solution upgrade or patch,"A managed solution update, patch, or stage-for-upgrade operation is applied to a target environment.",Desktop flow session creation fails because Windows prompts for credentials after connection starts. This article focuses on the managed solution upgrade scenario.,"Machine policy, credential configuration, RDP setting, or account state causes an interactive credential prompt. In this scenario, check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Review sign-in policies, credentials, unattended connection configuration, and remove prompts that require user action. For managed solution upgrade, also verify: Check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Validate unattended runner login after policy or credential changes. For managed solution upgrade, document the expected permissions, connector settings, and test data used to validate the fix.",High,Release manager,SRC-005,2026-06-09,desktop flow session credential prompt managed-solution-upgrade Managed Solution Upgrade,SessionCreationUserPromptedForCredentialsAfterConnection in Managed Solution Upgrade | Power Platform Error Fix,sessioncreationuserpromptedforcredentialsafterconnection-managed-solution-upgrade,"SessionCreationUserPromptedForCredentialsAfterConnection in Managed Solution Upgrade: what it means, common causes, and how to resolve it in Power Automate",/errors/sessioncreationuserpromptedforcredentialsafterconnection-managed-solution-upgrade.html,Medium
PP-0639,Power Automate Desktop,Desktop flow,SessionCreationUserPromptedForCredentialsAfterConnection,,environment-move-copy,Environment Move or Copy,"Power Platform environment copy, restore, backup, or tenant move","An environment is copied, restored, moved, or reconfigured and existing apps or flows are tested afterward.",Desktop flow session creation fails because Windows prompts for credentials after connection starts. This article focuses on the environment move or copy scenario.,"Machine policy, credential configuration, RDP setting, or account state causes an interactive credential prompt. In this scenario, check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Review sign-in policies, credentials, unattended connection configuration, and remove prompts that require user action. For environment move or copy, also verify: Check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Validate unattended runner login after policy or credential changes. For environment move or copy, document the expected permissions, connector settings, and test data used to validate the fix.",High,Power Platform admin,SRC-005,2026-06-09,desktop flow session credential prompt environment-move-copy Environment Move or Copy,SessionCreationUserPromptedForCredentialsAfterConnection in Environment Move or Copy | Power Platform Error Fix,sessioncreationuserpromptedforcredentialsafterconnection-environment-move-copy,"SessionCreationUserPromptedForCredentialsAfterConnection in Environment Move or Copy: what it means, common causes, and how to resolve it in Power Automate",/errors/sessioncreationuserpromptedforcredentialsafterconnection-environment-move-copy.html,Medium
PP-0640,Power Automate Desktop,Desktop flow,SessionCreationUserPromptedForCredentialsAfterConnection,,service-principal-connection,Service Principal Connection,Power Platform connection using app registration or service principal authentication,"A flow, app, or integration authenticates with an application identity instead of a personal user account.",Desktop flow session creation fails because Windows prompts for credentials after connection starts. This article focuses on the service principal connection scenario.,"Machine policy, credential configuration, RDP setting, or account state causes an interactive credential prompt. In this scenario, check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Review sign-in policies, credentials, unattended connection configuration, and remove prompts that require user action. For service principal connection, also verify: Check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Validate unattended runner login after policy or credential changes. For service principal connection, document the expected permissions, connector settings, and test data used to validate the fix.",High,Identity admin,SRC-005,2026-06-09,desktop flow session credential prompt service-principal-connection Service Principal Connection,SessionCreationUserPromptedForCredentialsAfterConnection in Service Principal Connection | Power Platform Error Fix,sessioncreationuserpromptedforcredentialsafterconnection-service-principal-connection,"SessionCreationUserPromptedForCredentialsAfterConnection in Service Principal Connection: what it means, common causes, and how to resolve it in Power Auto",/errors/sessioncreationuserpromptedforcredentialsafterconnection-service-principal-connection.html,Medium
PP-0641,Power Automate Desktop,Desktop flow,SessionCreationError,,sharepoint-list-item,SharePoint List Item Flow,Power Automate cloud flow using SharePoint list items,"The flow reads or updates SharePoint list data during an approval, notification, or sync process.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the sharepoint list item flow scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, confirm the site, list, item ID, and connection user permissions before changing expressions.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For sharepoint list item flow, also verify: Confirm the site, list, item ID, and connection user permissions before changing expressions.","Monitor runner health and document machine configuration. For sharepoint list item flow, document the expected permissions, connector settings, and test data used to validate the fix.",High,Flow maker,SRC-005,2026-06-09,desktop flow session creation generic sharepoint-list-item SharePoint List Item Flow,SessionCreationError in SharePoint List Item Flow | Power Platform Error Fix,sessioncreationerror-sharepoint-list-item,"SessionCreationError in SharePoint List Item Flow: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-sharepoint-list-item.html,Medium
PP-0642,Power Automate Desktop,Desktop flow,SessionCreationError,,outlook-email-automation,Outlook Email Automation,Power Automate cloud flow using Outlook mail actions,"The flow sends, moves, or reads email and then passes mailbox data to later actions.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the outlook email automation scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For outlook email automation, also verify: Check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Monitor runner health and document machine configuration. For outlook email automation, document the expected permissions, connector settings, and test data used to validate the fix.",High,Flow maker,SRC-005,2026-06-09,desktop flow session creation generic outlook-email-automation Outlook Email Automation,SessionCreationError in Outlook Email Automation | Power Platform Error Fix,sessioncreationerror-outlook-email-automation,"SessionCreationError in Outlook Email Automation: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-outlook-email-automation.html,Medium
PP-0643,Power Automate Desktop,Desktop flow,SessionCreationError,,teams-notification-flow,Teams Notification Flow,Power Automate cloud flow posting to Microsoft Teams,The automation posts adaptive cards or channel messages after a business event.,A generic session creation failure prevented a desktop flow from starting. This article focuses on the teams notification flow scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For teams notification flow, also verify: Confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Monitor runner health and document machine configuration. For teams notification flow, document the expected permissions, connector settings, and test data used to validate the fix.",High,Flow maker,SRC-005,2026-06-09,desktop flow session creation generic teams-notification-flow Teams Notification Flow,SessionCreationError in Teams Notification Flow | Power Platform Error Fix,sessioncreationerror-teams-notification-flow,"SessionCreationError in Teams Notification Flow: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-teams-notification-flow.html,Medium
PP-0644,Power Automate Desktop,Desktop flow,SessionCreationError,,dataverse-row-operation,Dataverse Row Operation,"Power Automate or app logic creating, reading, updating, or deleting Dataverse rows","The process calls Dataverse tables directly from a flow, app, plugin, custom connector, or Web API client.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the dataverse row operation scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check table permissions, row ownership, logical names, column types, and service protection limits.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For dataverse row operation, also verify: Check table permissions, row ownership, logical names, column types, and service protection limits.","Monitor runner health and document machine configuration. For dataverse row operation, document the expected permissions, connector settings, and test data used to validate the fix.",High,Dataverse admin,SRC-005,2026-06-09,desktop flow session creation generic dataverse-row-operation Dataverse Row Operation,SessionCreationError in Dataverse Row Operation | Power Platform Error Fix,sessioncreationerror-dataverse-row-operation,"SessionCreationError in Dataverse Row Operation: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-dataverse-row-operation.html,Medium
PP-0645,Power Automate Desktop,Desktop flow,SessionCreationError,,canvas-app-form,Canvas App Form,Power Apps canvas app form or formula,"The user saves a form, loads a record, calls a flow, or uses connector data inside a canvas app.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the canvas app form scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For canvas app form, also verify: Check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Monitor runner health and document machine configuration. For canvas app form, document the expected permissions, connector settings, and test data used to validate the fix.",High,App owner,SRC-005,2026-06-09,desktop flow session creation generic canvas-app-form Canvas App Form,SessionCreationError in Canvas App Form | Power Platform Error Fix,sessioncreationerror-canvas-app-form,"SessionCreationError in Canvas App Form: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-canvas-app-form.html,Medium
PP-0646,Power Automate Desktop,Desktop flow,SessionCreationError,,model-driven-app-command,Model-driven App Command,"Power Apps model-driven app command, form, or view","A user opens a table form, triggers a command, or runs business logic from a model-driven app.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the model-driven app command scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check security roles, command visibility rules, table privileges, and field security profiles.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For model-driven app command, also verify: Check security roles, command visibility rules, table privileges, and field security profiles.","Monitor runner health and document machine configuration. For model-driven app command, document the expected permissions, connector settings, and test data used to validate the fix.",High,Model-driven app maker,SRC-005,2026-06-09,desktop flow session creation generic model-driven-app-command Model-driven App Command,SessionCreationError in Model-driven App Command | Power Platform Error Fix,sessioncreationerror-model-driven-app-command,"SessionCreationError in Model-driven App Command: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-model-driven-app-command.html,Medium
PP-0647,Power Automate Desktop,Desktop flow,SessionCreationError,,solution-import,Solution Import,Power Platform solution import or deployment pipeline,A managed or unmanaged solution is imported into another environment as part of release work.,A generic session creation failure prevented a desktop flow from starting. This article focuses on the solution import scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For solution import, also verify: Review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Monitor runner health and document machine configuration. For solution import, document the expected permissions, connector settings, and test data used to validate the fix.",High,Release owner,SRC-005,2026-06-09,desktop flow session creation generic solution-import Solution Import,SessionCreationError in Solution Import | Power Platform Error Fix,sessioncreationerror-solution-import,"SessionCreationError in Solution Import: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-solution-import.html,Medium
PP-0648,Power Automate Desktop,Desktop flow,SessionCreationError,,desktop-flow-runner,Desktop Flow Runner,Power Automate Desktop attended or unattended run,A desktop flow starts on a machine or machine group and attempts to create or reuse a Windows session.,A generic session creation failure prevented a desktop flow from starting. This article focuses on the desktop flow runner scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For desktop flow runner, also verify: Check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Monitor runner health and document machine configuration. For desktop flow runner, document the expected permissions, connector settings, and test data used to validate the fix.",High,Desktop flow admin,SRC-005,2026-06-09,desktop flow session creation generic desktop-flow-runner Desktop Flow Runner,SessionCreationError in Desktop Flow Runner | Power Platform Error Fix,sessioncreationerror-desktop-flow-runner,"SessionCreationError in Desktop Flow Runner: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-desktop-flow-runner.html,Medium
PP-0649,Power Automate Desktop,Desktop flow,SessionCreationError,,custom-connector-http,Custom Connector HTTP Call,Power Platform custom connector or HTTP action,A cloud flow or app calls an external REST API through an HTTP action or custom connector.,A generic session creation failure prevented a desktop flow from starting. This article focuses on the custom connector http call scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, review the request body, headers, authentication scheme, response schema, throttling behavior, and retry policy.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For custom connector http call, also verify: Review the request body, headers, authentication scheme, response schema, throttling behavior, and retry policy.","Monitor runner health and document machine configuration. For custom connector http call, document the expected permissions, connector settings, and test data used to validate the fix.",High,Integration owner,SRC-005,2026-06-09,desktop flow session creation generic custom-connector-http Custom Connector HTTP Call,SessionCreationError in Custom Connector HTTP Call | Power Platform Error Fix,sessioncreationerror-custom-connector-http,"SessionCreationError in Custom Connector HTTP Call: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-custom-connector-http.html,Medium
PP-0650,Power Automate Desktop,Desktop flow,SessionCreationError,,gateway-data-source,On-premises Gateway Data Source,"Power Automate, Power Apps, or connector using an on-premises data gateway","The automation or app reaches SQL Server, file shares, or internal systems through a gateway connection.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the on-premises gateway data source scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check gateway online status, data source mapping, credentials, network reachability, and connector permissions.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For on-premises gateway data source, also verify: Check gateway online status, data source mapping, credentials, network reachability, and connector permissions.","Monitor runner health and document machine configuration. For on-premises gateway data source, document the expected permissions, connector settings, and test data used to validate the fix.",High,Gateway admin,SRC-005,2026-06-09,desktop flow session creation generic gateway-data-source On-premises Gateway Data Source,SessionCreationError in On-premises Gateway Data Source | Power Platform Error Fix,sessioncreationerror-gateway-data-source,"SessionCreationError in On-premises Gateway Data Source: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-gateway-data-source.html,Medium
PP-0651,Power Automate Desktop,Desktop flow,SessionCreationError,,sql-server-connector,SQL Server Connector,Power Automate or Power Apps using SQL Server through a connector or gateway,"The app or flow queries, inserts, updates, or deletes SQL Server records as part of a business process.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the sql server connector scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check SQL permissions, gateway mapping, stored procedure parameters, table schema changes, and query timeout behavior.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For sql server connector, also verify: Check SQL permissions, gateway mapping, stored procedure parameters, table schema changes, and query timeout behavior.","Monitor runner health and document machine configuration. For sql server connector, document the expected permissions, connector settings, and test data used to validate the fix.",High,Database owner,SRC-005,2026-06-09,desktop flow session creation generic sql-server-connector SQL Server Connector,SessionCreationError in SQL Server Connector | Power Platform Error Fix,sessioncreationerror-sql-server-connector,"SessionCreationError in SQL Server Connector: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-sql-server-connector.html,Medium
PP-0652,Power Automate Desktop,Desktop flow,SessionCreationError,,approval-workflow,Approval Workflow,Power Automate approval process,"The flow creates, waits for, updates, or reacts to an approval request.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the approval workflow scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check approver identity, approval timeout, response schema, action run-after settings, and notification delivery.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For approval workflow, also verify: Check approver identity, approval timeout, response schema, action run-after settings, and notification delivery.","Monitor runner health and document machine configuration. For approval workflow, document the expected permissions, connector settings, and test data used to validate the fix.",High,Flow owner,SRC-005,2026-06-09,desktop flow session creation generic approval-workflow Approval Workflow,SessionCreationError in Approval Workflow | Power Platform Error Fix,sessioncreationerror-approval-workflow,"SessionCreationError in Approval Workflow: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-approval-workflow.html,Medium
PP-0653,Power Automate Desktop,Desktop flow,SessionCreationError,,child-flow-call,Child Flow Call,Power Automate parent flow calling a child flow,A parent flow invokes reusable child-flow logic and waits for a result.,A generic session creation failure prevented a desktop flow from starting. This article focuses on the child flow call scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check solution membership, trigger type, response action, input schema, connection references, and child-flow ownership.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For child flow call, also verify: Check solution membership, trigger type, response action, input schema, connection references, and child-flow ownership.","Monitor runner health and document machine configuration. For child flow call, document the expected permissions, connector settings, and test data used to validate the fix.",High,Solution owner,SRC-005,2026-06-09,desktop flow session creation generic child-flow-call Child Flow Call,SessionCreationError in Child Flow Call | Power Platform Error Fix,sessioncreationerror-child-flow-call,"SessionCreationError in Child Flow Call: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-child-flow-call.html,Medium
PP-0654,Power Automate Desktop,Desktop flow,SessionCreationError,,adaptive-card-post,Adaptive Card Post,Power Automate or Teams workflow posting adaptive cards,The flow sends an adaptive card to Teams or Outlook and later processes the response.,A generic session creation failure prevented a desktop flow from starting. This article focuses on the adaptive card post scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check adaptive card JSON, unsupported schema version, user identity, channel permissions, and response parsing.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For adaptive card post, also verify: Check adaptive card JSON, unsupported schema version, user identity, channel permissions, and response parsing.","Monitor runner health and document machine configuration. For adaptive card post, document the expected permissions, connector settings, and test data used to validate the fix.",High,Collaboration app owner,SRC-005,2026-06-09,desktop flow session creation generic adaptive-card-post Adaptive Card Post,SessionCreationError in Adaptive Card Post | Power Platform Error Fix,sessioncreationerror-adaptive-card-post,"SessionCreationError in Adaptive Card Post: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-adaptive-card-post.html,Medium
PP-0655,Power Automate Desktop,Desktop flow,SessionCreationError,,excel-online-table,Excel Online Table,Power Automate flow using Excel Online table actions,"The automation reads, lists, inserts, or updates rows in an Excel table stored in OneDrive or SharePoint.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the excel online table scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check workbook location, table name, file lock state, column headers, row keys, and connector throttling.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For excel online table, also verify: Check workbook location, table name, file lock state, column headers, row keys, and connector throttling.","Monitor runner health and document machine configuration. For excel online table, document the expected permissions, connector settings, and test data used to validate the fix.",High,Flow maker,SRC-005,2026-06-09,desktop flow session creation generic excel-online-table Excel Online Table,SessionCreationError in Excel Online Table | Power Platform Error Fix,sessioncreationerror-excel-online-table,"SessionCreationError in Excel Online Table: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-excel-online-table.html,Medium
PP-0656,Power Automate Desktop,Desktop flow,SessionCreationError,,power-pages-form,Power Pages Form,"Power Pages form, list, or Dataverse-backed page","A portal user submits a form, views a list, signs in, or interacts with Dataverse data through Power Pages.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the power pages form scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check table permissions, web roles, site settings, authentication provider configuration, and Dataverse row access.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For power pages form, also verify: Check table permissions, web roles, site settings, authentication provider configuration, and Dataverse row access.","Monitor runner health and document machine configuration. For power pages form, document the expected permissions, connector settings, and test data used to validate the fix.",High,Power Pages admin,SRC-005,2026-06-09,desktop flow session creation generic power-pages-form Power Pages Form,SessionCreationError in Power Pages Form | Power Platform Error Fix,sessioncreationerror-power-pages-form,"SessionCreationError in Power Pages Form: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-power-pages-form.html,Medium
PP-0657,Power Automate Desktop,Desktop flow,SessionCreationError,,copilot-studio-topic,Copilot Studio Topic,Copilot Studio topic or action calling Power Platform services,"A copilot topic calls a flow, connector, or Dataverse operation and returns the result to the user.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the copilot studio topic scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check topic variables, action input schema, authentication, environment connection references, and user permissions.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For copilot studio topic, also verify: Check topic variables, action input schema, authentication, environment connection references, and user permissions.","Monitor runner health and document machine configuration. For copilot studio topic, document the expected permissions, connector settings, and test data used to validate the fix.",High,Copilot owner,SRC-005,2026-06-09,desktop flow session creation generic copilot-studio-topic Copilot Studio Topic,SessionCreationError in Copilot Studio Topic | Power Platform Error Fix,sessioncreationerror-copilot-studio-topic,"SessionCreationError in Copilot Studio Topic: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-copilot-studio-topic.html,Medium
PP-0658,Power Automate Desktop,Desktop flow,SessionCreationError,,managed-solution-upgrade,Managed Solution Upgrade,Power Platform managed solution upgrade or patch,"A managed solution update, patch, or stage-for-upgrade operation is applied to a target environment.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the managed solution upgrade scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For managed solution upgrade, also verify: Check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Monitor runner health and document machine configuration. For managed solution upgrade, document the expected permissions, connector settings, and test data used to validate the fix.",High,Release manager,SRC-005,2026-06-09,desktop flow session creation generic managed-solution-upgrade Managed Solution Upgrade,SessionCreationError in Managed Solution Upgrade | Power Platform Error Fix,sessioncreationerror-managed-solution-upgrade,"SessionCreationError in Managed Solution Upgrade: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-managed-solution-upgrade.html,Medium
PP-0659,Power Automate Desktop,Desktop flow,SessionCreationError,,environment-move-copy,Environment Move or Copy,"Power Platform environment copy, restore, backup, or tenant move","An environment is copied, restored, moved, or reconfigured and existing apps or flows are tested afterward.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the environment move or copy scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For environment move or copy, also verify: Check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Monitor runner health and document machine configuration. For environment move or copy, document the expected permissions, connector settings, and test data used to validate the fix.",High,Power Platform admin,SRC-005,2026-06-09,desktop flow session creation generic environment-move-copy Environment Move or Copy,SessionCreationError in Environment Move or Copy | Power Platform Error Fix,sessioncreationerror-environment-move-copy,"SessionCreationError in Environment Move or Copy: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-environment-move-copy.html,Medium
PP-0660,Power Automate Desktop,Desktop flow,SessionCreationError,,service-principal-connection,Service Principal Connection,Power Platform connection using app registration or service principal authentication,"A flow, app, or integration authenticates with an application identity instead of a personal user account.",A generic session creation failure prevented a desktop flow from starting. This article focuses on the service principal connection scenario.,"Machine unavailable, bad credentials, RDP restriction, gateway issue, Windows session conflict, or service health problem. In this scenario, check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Check machine registration, credentials, RDP permissions, machine availability, and desktop flow service status. For service principal connection, also verify: Check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Monitor runner health and document machine configuration. For service principal connection, document the expected permissions, connector settings, and test data used to validate the fix.",High,Identity admin,SRC-005,2026-06-09,desktop flow session creation generic service-principal-connection Service Principal Connection,SessionCreationError in Service Principal Connection | Power Platform Error Fix,sessioncreationerror-service-principal-connection,"SessionCreationError in Service Principal Connection: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/sessioncreationerror-service-principal-connection.html,Medium
PP-0661,Power Automate Desktop,Desktop flow queue,AttendedUserSessionNotActive,,sharepoint-list-item,SharePoint List Item Flow,Power Automate cloud flow using SharePoint list items,"The flow reads or updates SharePoint list data during an approval, notification, or sync process.",An attended desktop flow cannot run because the target user session is not active. This article focuses on the sharepoint list item flow scenario.,"User is signed out, locked, disconnected, or not available in the expected interactive session. In this scenario, confirm the site, list, item ID, and connection user permissions before changing expressions.","Have the attended user sign in and keep the session active, or redesign the process as unattended. For sharepoint list item flow, also verify: Confirm the site, list, item ID, and connection user permissions before changing expressions.","Use unattended flows for server-like automation and attended flows only for user-present tasks. For sharepoint list item flow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-008,2026-06-09,attended user session not active sharepoint-list-item SharePoint List Item Flow,AttendedUserSessionNotActive in SharePoint List Item Flow | Power Platform Error Fix,attendedusersessionnotactive-sharepoint-list-item,"AttendedUserSessionNotActive in SharePoint List Item Flow: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/attendedusersessionnotactive-sharepoint-list-item.html,Medium
PP-0662,Power Automate Desktop,Desktop flow queue,AttendedUserSessionNotActive,,outlook-email-automation,Outlook Email Automation,Power Automate cloud flow using Outlook mail actions,"The flow sends, moves, or reads email and then passes mailbox data to later actions.",An attended desktop flow cannot run because the target user session is not active. This article focuses on the outlook email automation scenario.,"User is signed out, locked, disconnected, or not available in the expected interactive session. In this scenario, check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Have the attended user sign in and keep the session active, or redesign the process as unattended. For outlook email automation, also verify: Check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Use unattended flows for server-like automation and attended flows only for user-present tasks. For outlook email automation, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-008,2026-06-09,attended user session not active outlook-email-automation Outlook Email Automation,AttendedUserSessionNotActive in Outlook Email Automation | Power Platform Error Fix,attendedusersessionnotactive-outlook-email-automation,"AttendedUserSessionNotActive in Outlook Email Automation: what it means, common causes, and how to resolve it in Power Automate Desktop.",/errors/attendedusersessionnotactive-outlook-email-automation.html,Medium
